,player_id,full_name,birth_date,born,height,weight,nationality,position,shoots,college,high_school,career_length,link,G,PTS,AST,FG%,FT%,WS,TRB,FG3%,eFG%,PER
697,leeru01,Russ Lee,"January 27 , 1950","Boston, Massachusetts us",196,83,us,Small Forward,Right,Marshall,"Hyde Park in Boston, Massachusetts",3 years,https://www.basketball-reference.com/players/l/leeru01.html,97.0,2.9,0.7,39.1,68.5,0.5,1.2,,,14.0
698,kelsobe01,Ben Kelso,"April 11 , 1949","Flint, Michigan us",190,88,us,Shooting Guard,Right,Central Michigan University,"Flint Southwestern Academy in Flint, Michigan",1 year,https://www.basketball-reference.com/players/k/kelsobe01.html,46.0,1.8,0.4,36.5,68.2,0.0,0.7,,,6.8
699,basdeed01,Eddie Basden,"February 15 , 1983","New York, New York us",196,97,us,Small Forward,Right,UNC Charlotte,"Eleanor Roosevelt in Greenbelt, Maryland",1 year,https://www.basketball-reference.com/players/b/basdeed01.html,19.0,2.1,0.4,40.5,80.0,0.2,1.5,14.3,41.9,10.3
700,caulewi01,Willie Cauley-Stein,"August 18 , 1993","Spearville, Kansas us",213,108,us,Center,Right,Kentucky,"Olathe Northwest in Olathe, Kansas",7 years,https://www.basketball-reference.com/players/c/caulewi01.html,422.0,8.7,1.4,54.4,61.2,23.3,5.9,18.8,54.5,16.6
701,bornhja01,Jake Bornheimer,"June 29 , 1927","New Brunswick, New Jersey us",196,90,us,Forward/Center,Right,Muhlenberg College,"St. Peter the Apostle in New Brunswick, New Jersey",2 years,https://www.basketball-reference.com/players/b/bornhja01.html,75.0,4.6,0.7,29.5,67.1,1.2,,,,
702,luwawti01,Timothé Luwawu-Cabarrot,"May 9 , 1995","Cannes, France fr",201,95,fr,Small Forward,Right,,,6 years,https://www.basketball-reference.com/players/l/luwawti01.html,328.0,5.9,0.9,39.1,82.9,4.7,2.0,33.5,48.8,8.6
703,braddga01,Gary Bradds,"July 26 , 1942","Jamestown, Ohio us",203,95,us,Power Forward and Small Forward,Right,Ohio State,"Greeneview in Jamestown, Ohio",6 years,https://www.basketball-reference.com/players/b/braddga01.html,254.0,12.2,0.9,47.5,79.8,15.8,5.5,5.6,47.5,18.8
704,bridgbi01,Bill Bridges,"April 4 , 1939","Hobbs, New Mexico us",198,103,us,Power Forward,Right,Kansas,"Hobbs in Hobbs, New Mexico",13 years,https://www.basketball-reference.com/players/b/bridgbi01.html,926.0,11.9,2.8,44.2,69.3,59.9,11.9,,,14.5
705,huntede01,De'Andre Hunter,"December 2 , 1997","Philadelphia, Pennsylvania us",201,100,us,Small Forward,Right,Virginia,"Friends' Central in Wynnewood, Pennsylvania",,https://www.basketball-reference.com/players/h/huntede01.html,372.0,14.7,1.6,44.7,82.5,13.1,4.1,36.4,52.5,12.0
706,koperbu01,Bud Koper,"August 9 , 1942","Rocky, Oklahoma us",198,95,us,Shooting Guard,Right,Oklahoma City University,"Rocky in Rocky, Oklahoma",1 year,https://www.basketball-reference.com/players/k/koperbu01.html,54.0,4.6,0.8,44.0,83.3,1.0,1.1,,,10.6
707,mccloja01,Jack McCloskey,"September 19 , 1925","Mahanoy City, Pennsylvania us",188,86,us,Shooting Guard,Right,"Colleges: Pitt , Penn","Mahanoy Area in Mahanoy City, Pennsylvania",1 year,https://www.basketball-reference.com/players/m/mccloja01.html,1.0,6.0,1.0,33.3,,0.0,3.0,,,7.8
708,ehlerbu01,Bulbs Ehlers,"March 10 , 1923","Joliet, Illinois us",190,89,us,Forward/Guard,Right,Purdue,"South Bend Central in South Bend, Indiana",2 years,https://www.basketball-reference.com/players/e/ehlerbu01.html,99.0,8.1,1.8,28.6,61.8,3.0,,,,
709,kingge02,Gerard King,"November 25 , 1972","New Orleans, Louisiana us",206,104,us,Small Forward,Right,Nicholls State,"John McDonogh in New Orleans, Louisiana",3 years,https://www.basketball-reference.com/players/k/kingge02.html,126.0,4.5,0.7,50.3,74.4,3.0,3.1,,50.3,12.1
710,oneilmi01,Mike O'Neill,"August 11 , 1928","Berkeley, California us",190,95,us,Small Forward,Right,California,"Lowell in San Francisco, California",1 year,https://www.basketball-reference.com/players/o/oneilmi01.html,4.0,3.0,0.8,23.5,100.0,-0.1,2.3,,,4.6
711,ratleed01,Ed Ratleff,"March 29 , 1950","Bellefontaine, Ohio us",198,88,us,Small Forward,Right,Cal State Long Beach,"East in Columbus, Ohio",5 years,https://www.basketball-reference.com/players/r/ratleed01.html,338.0,8.3,2.7,45.4,80.3,13.8,4.0,,,13.3
712,schakjo01,Jordan Schakel,"June 13 , 1998","Torrance, California us",198,90,us,Small Forward and Shooting Guard,Right,San Diego State,"Bishop Montgomery in Torrance, California",2 years,https://www.basketball-reference.com/players/s/schakjo01.html,6.0,1.3,0.2,15.4,100.0,-0.1,1.3,28.6,23.1,3.0
713,imhofda01,Darrall Imhoff,"October 11 , 1938","San Gabriel, California us",208,99,us,Center,Left,California,"Alhambra in Alhambra, California",12 years,https://www.basketball-reference.com/players/i/imhofda01.html,801.0,7.2,1.8,45.8,59.4,30.1,7.6,,,12.3
714,taylool01,Ollie Taylor,"March 7 , 1947","New York, New York us",188,87,us,Shooting Guard,Right,"Colleges: San Jacinto College , Houston","DeWitt Clinton in Bronx, New York",4 years,https://www.basketball-reference.com/players/t/taylool01.html,262.0,9.7,2.4,45.6,68.3,10.9,4.2,23.4,46.0,11.9
715,terrycl01,Claude Terry,"January 12 , 1950","Modesto, California us",193,88,us,Shooting Guard and Small Forward,Right,Stanford,"Modesto in Modesto, California",6 years,https://www.basketball-reference.com/players/t/terrycl01.html,349.0,5.5,1.3,46.8,78.5,6.9,1.4,33.8,48.3,12.2
716,dunnkr01,Kris Dunn,"March 18 , 1994","New London, Connecticut us",190,92,us,Point Guard,Right,Providence,"New London in New London, Connecticut",,https://www.basketball-reference.com/players/d/dunnkr01.html,489.0,7.6,3.9,44.3,74.1,15.7,3.3,33.7,49.3,12.1
717,grahatr01,Treveon Graham,"October 28 , 1993","Temple Hills, Maryland us",196,99,us,Shooting Guard and Small Forward,Right,VCU,"St. Mary's Ryken in Leonardtown, Maryland",4 years,https://www.basketball-reference.com/players/g/grahatr01.html,180.0,4.2,0.8,38.3,69.1,2.8,2.2,33.3,47.0,7.6
718,winstca01,Cassius Winston,"February 28 , 1998","Detroit, Michigan us",185,83,us,Point Guard,Right,Michigan State,"University of Detroit Jesuit in Detroit, Michigan",,https://www.basketball-reference.com/players/w/winstca01.html,29.0,1.9,0.7,40.9,90.0,0.1,0.3,43.5,52.3,9.4
719,horfoal01,Al Horford,"June 3 , 1986","Puerto Plata, Dominican Republic do",203,108,do,Center,Right,Florida,"Grand Ledge in Grand Ledge, Michigan",,https://www.basketball-reference.com/players/h/horfoal01.html,1183.0,12.7,3.2,50.7,76.4,119.4,7.7,37.6,55.0,17.8
720,mcbrimi01,Miles McBride,"September 8 , 2000","Cincinnati, Ohio us",188,88,us,Point Guard and Shooting Guard,Right,West Virginia,"Archbishop Moeller in Cincinnati, Ohio",,https://www.basketball-reference.com/players/m/mcbrimi01.html,277.0,7.1,1.9,40.9,78.1,10.5,1.6,37.4,52.3,11.7
721,tonjejo01,John Tonje,"April 23 , 2001","Omaha, Nebraska us",193,98,us,Shooting Guard,Right,"Colleges: Colorado State , Missouri , Wisconsin","Omaha Central in Omaha, Nebraska",,https://www.basketball-reference.com/players/t/tonjejo01.html,6.0,2.5,0.3,28.6,100.0,0.1,1.0,30.0,39.3,9.1
722,grahapa01,Paul Graham,"November 28 , 1967","Philadelphia, Pennsylvania us",198,90,us,Shooting Guard,Right,Ohio University,"High Schools: Olney in Philadelphia, Pennsylvania , Benjamin Franklin in Philadelphia, Pennsylvania",3 years,https://www.basketball-reference.com/players/g/grahapa01.html,179.0,8.4,2.0,44.8,73.9,5.7,2.4,33.9,48.7,13.7
723,forbebr01,Bryn Forbes,"July 23 , 1993","Lansing, Michigan us",188,92,us,Shooting Guard,Right,Michigan State,"Sexton in Lansing, Michigan",7 years,https://www.basketball-reference.com/players/f/forbebr01.html,431.0,8.8,1.2,43.6,82.6,11.6,1.7,41.0,55.1,11.0
724,martibr01,Brian Martin,"August 18 , 1962","Fort Smith, Arkansas us",206,96,us,Small Forward and Power Forward,Right,Kansas,"Northwest in Wichita, Kansas",1 year,https://www.basketball-reference.com/players/m/martibr01.html,8.0,0.8,0.0,42.9,0.0,-0.1,0.5,,42.9,-1.6
725,cartebu01,Butch Carter,"June 11 , 1958","Springfield, Ohio us",196,81,us,Shooting Guard and Small Forward,Right,Indiana,"Middletown in Middletown, Ohio",6 years,https://www.basketball-reference.com/players/c/cartebu01.html,361.0,8.7,1.9,47.5,78.8,8.5,1.5,30.7,48.5,12.7
726,carrke01,Kenny Carr,"August 15 , 1955","Washington, District of Columbia us",201,99,us,Power Forward,Right,NC State,"DeMatha Catholic in Hyattsville, Maryland",10 years,https://www.basketball-reference.com/players/c/carrke01.html,674.0,11.6,1.4,51.0,68.4,33.6,7.4,7.9,51.0,14.7
727,campbto01,Tony Campbell,"May 7 , 1962","Teaneck, New Jersey us",201,97,us,Small Forward and Shooting Guard,Right,Ohio State,"Teaneck in Teaneck, New Jersey",11 years,https://www.basketball-reference.com/players/c/campbto01.html,690.0,11.6,1.5,45.6,79.0,20.7,3.1,25.4,46.0,14.5
728,gilmuch01,Chuck Gilmur,"August 13 , 1922","Seattle, Washington us",193,102,us,Forward/Center,Right,Washington,"Lincoln in Seattle, Washington",5 years,https://www.basketball-reference.com/players/g/gilmuch01.html,239.0,5.8,1.5,32.5,60.9,15.1,4.7,,,
729,huntech01,Chris Hunter,"July 7 , 1984","Gary, Indiana us",211,108,us,Center,Right,Michigan,"West Side in Gary, Indiana",1 year,https://www.basketball-reference.com/players/h/huntech01.html,60.0,4.5,0.6,50.2,75.4,1.3,2.8,0.0,50.2,12.2
730,terreja01,Jared Terrell,"February 10 , 1995","Weymouth, Massachusetts us",190,102,us,Shooting Guard,Right,Rhode Island,"Brewster Academy in Wolfeboro, New Hampshire",1 year,https://www.basketball-reference.com/players/t/terreja01.html,14.0,2.2,0.9,30.8,50.0,-0.3,0.4,23.5,35.9,0.7
731,pleisti01,Tibor Pleiß,"November 2 , 1989","Bergisch Gladbach, Germany de",221,116,de,Center,Right,,,1 year,https://www.basketball-reference.com/players/p/pleisti01.html,12.0,2.0,0.2,44.0,100.0,-0.1,1.3,0.0,44.0,3.5
732,weathcl01,Clarence Weatherspoon,"September 8 , 1970","Crawford, Mississippi us",201,108,us,Power Forward and Small Forward,Right,Southern Miss,"Motley in Columbus, Mississippi",13 years,https://www.basketball-reference.com/players/w/weathcl01.html,915.0,11.5,1.5,47.1,74.3,58.4,7.5,19.6,47.2,15.6
733,willini01,Nigel Williams-Goss,"September 16 , 1994","Happy Valley, Oregon us",188,86,us,Point Guard,Right,"Colleges: Gonzaga , Washington","Findlay Prep in Henderson, Nevada",1 year,https://www.basketball-reference.com/players/w/willini01.html,10.0,1.4,0.6,31.3,100.0,0.0,0.6,28.6,37.5,8.1
734,jackswa01,Wardell Jackson,"July 18 , 1951","Yazoo City, Mississippi us",201,90,us,Small Forward,Right,Ohio State,"Macomber-Whitney in Toledo, Ohio",1 year,https://www.basketball-reference.com/players/j/jackswa01.html,56.0,4.3,0.5,39.7,71.8,0.3,2.4,,,7.0
735,varnaja01,Jarvis Varnado,"March 1 , 1988","Fairfax, Virginia us",206,104,us,Power Forward,Right,Mississippi State,"Haywood in Brownsville, Tennessee",2 years,https://www.basketball-reference.com/players/v/varnaja01.html,37.0,2.9,0.4,58.2,51.8,0.7,1.9,,58.2,11.5
736,richtjo01,John Richter,"March 12 , 1937","Philadelphia, Pennsylvania us",206,102,us,Center,Right,NC State,"Frankford in Philadelphia, Pennsylvania",1 year,https://www.basketball-reference.com/players/r/richtjo01.html,66.0,4.3,0.4,34.0,50.4,0.4,4.7,,,8.1
737,seminji01,Jim Seminoff,"September 1 , 1922","Los Angeles, California us",188,86,us,Guard/Forward,Right,USC,"Roosevelt in Los Angeles, California",4 years,https://www.basketball-reference.com/players/s/seminji01.html,231.0,6.5,2.7,30.8,68.1,16.9,,,,
738,aldrico01,Cole Aldrich,"October 31 , 1988","Burnsville, Minnesota us",211,114,us,Center,Right,Kansas,"Thomas Jefferson in Bloomington, Minnesota",8 years,https://www.basketball-reference.com/players/a/aldrico01.html,339.0,3.1,0.5,52.7,73.8,9.6,3.3,,52.7,16.6
739,demineg01,Egor Dёmin,"March 3 , 2006","Moscow, Russia ru",203,90,ru,Point Guard,Right,BYU,,,https://www.basketball-reference.com/players/d/demineg01.html,52.0,10.3,3.3,39.9,83.1,0.9,3.2,38.5,53.7,11.3
740,barneha02,Harrison Barnes,"May 30 , 1992","Ames, Iowa us",201,102,us,Power Forward and Small Forward,Right,UNC,"Ames in Ames, Iowa",,https://www.basketball-reference.com/players/b/barneha02.html,1070.0,13.6,1.8,46.0,81.1,66.4,4.6,38.5,53.0,13.6
741,headlu01,Luther Head,"November 26 , 1982","Chicago, Illinois us",190,83,us,Shooting Guard and Point Guard,Right,Illinois,"Manley Career Academy in Chicago, Illinois",6 years,https://www.basketball-reference.com/players/h/headlu01.html,348.0,8.2,2.1,42.3,77.3,14.7,2.4,38.8,51.5,12.3
742,vromaja01,Jackson Vroman,"June 6 , 1981","Laguna, California us",208,99,us,Power Forward and Center,Right,Iowa State,"Viewmont in Bountiful, Utah",2 years,https://www.basketball-reference.com/players/v/vromaja01.html,87.0,3.3,0.6,40.8,58.0,0.0,3.0,0.0,40.8,8.2
743,jonesju01,Jumaine Jones,"February 10 , 1979","Cocoa, Florida us",203,98,us,"Small Forward, Power Forward, and Shooting Guard",Right,Georgia,"Mitchell-Baker in Camilla, Georgia",8 years,https://www.basketball-reference.com/players/j/jonesju01.html,471.0,7.1,0.9,42.4,70.4,15.1,4.2,34.9,49.4,12.5
744,cottoja01,Jack Cotton,"October 25 , 1924","Miles City, Montana us",201,90,us,Forward/Center,Right,Wyoming,,1 year,https://www.basketball-reference.com/players/c/cottoja01.html,54.0,5.1,1.2,29.2,50.9,-1.5,,,,
745,nichoja01,Jack Nichols,"April 9 , 1926","Wenatchee, Washington us",201,100,us,Power Forward,Left,Washington,"Everett in Everett, Washington",9 years,https://www.basketball-reference.com/players/n/nichoja01.html,505.0,10.4,1.9,36.8,75.2,23.8,6.9,,,13.3
746,fabeljo01,Joe Fabel,"May 15 , 1917","Cleveland, Ohio us",185,86,us,Forward/Guard,Right,Pitt,"East in Pittsburgh, Pennsylvania",1 year,https://www.basketball-reference.com/players/f/fabeljo01.html,30.0,2.1,0.1,26.0,50.0,-0.2,,,,
747,stivral01,Alex Stivrins,"November 29 , 1962","Lincoln, Nebraska us",203,99,us,Small Forward and Power Forward,Right,"Colleges: Creighton , Colorado","East in Lincoln, Nebraska",2 years,https://www.basketball-reference.com/players/s/stivral01.html,22.0,2.0,0.2,46.5,50.0,-0.1,1.0,0.0,46.5,10.5
748,ollrige01,Gene Ollrich,"June 30 , 1922","Whiting, Indiana us",180,72,us,Guard,Right,Drake University,,1 year,https://www.basketball-reference.com/players/o/ollrige01.html,14.0,3.1,1.7,23.6,71.4,-0.6,,,,
749,sanogad01,Adama Sanogo,"February 12 , 2002","Bamako, Mali ml",206,111,ml,Power Forward and Center,Right,UConn,"High Schools: Our Savior New American in Centereach, New York , The Patrick School in Hillside, New Jersey",2 years,https://www.basketball-reference.com/players/s/sanogad01.html,13.0,3.4,0.1,52.9,66.7,0.2,3.2,,52.9,20.3
750,terryda01,Dalen Terry,"July 12 , 2002","Tempe, Arizona us",198,88,us,Shooting Guard,Right,Arizona,"High Schools: Corona del Sol in Tempe, Arizona , Hillcrest Prep in Phoenix, Arizona",,https://www.basketball-reference.com/players/t/terryda01.html,218.0,3.5,1.2,44.3,63.8,3.1,1.7,31.4,50.8,10.6
751,spectar01,Art Spector,"October 17 , 1918","Camden, New Jersey us",193,90,us,Forward,Right,Villanova,"High Schools: West Philadelphia in Philadelphia, Pennsylvania , Brown Prep in Philadelphia, Pennsylvania",4 years,https://www.basketball-reference.com/players/s/spectar01.html,169.0,5.0,0.8,28.0,57.5,2.9,,,,
752,beckemo01,Moe Becker,"February 24 , 1917","Pittsburgh, Pennsylvania us",185,83,us,Guard/Forward,Right,Duquesne,"Fifth Avenue in Pittsburgh, Pennsylvania",1 year,https://www.basketball-reference.com/players/b/beckemo01.html,43.0,3.8,0.7,19.6,50.0,-2.4,,,,
753,robinfl01,Flynn Robinson,"April 28 , 1941","Elgin, Illinois us",185,83,us,Point Guard and Shooting Guard,Right,"Colleges: Southern Illinois , Casper College , Wyoming","Elgin in Elgin, Illinois",8 years,https://www.basketball-reference.com/players/r/robinfl01.html,543.0,14.0,3.0,45.6,84.6,32.6,2.5,26.7,45.7,17.5
754,willija04,Jawad Williams,"February 19 , 1983","Cleveland, Ohio us",206,98,us,Small Forward and Point Guard,Right,UNC,"Saint Edward in Lakewood, Ohio",3 years,https://www.basketball-reference.com/players/w/willija04.html,90.0,3.8,0.6,36.9,71.9,0.5,1.5,31.3,43.5,7.1
755,martial01,Alijah Martin,"December 26 , 2001","Summit, Mississippi us",188,95,us,Shooting Guard,Right,"Colleges: Florida Atlantic University , Florida","North Pike in Summit, Mississippi",,https://www.basketball-reference.com/players/m/martial01.html,23.0,2.2,0.5,32.0,78.9,0.0,0.9,19.0,36.0,9.2
756,diakima01,Mamadi Diakite,"January 21 , 1997","Conakry, Guinea gn",206,103,gn,Power Forward and Center,Right,Virginia,"Blue Ridge School in St. George, Virginia",4 years,https://www.basketball-reference.com/players/d/diakima01.html,55.0,3.1,0.4,48.3,69.7,0.9,2.3,22.9,51.0,11.2
757,thompco01,Corny Thompson,"February 5 , 1960","Middletown, Connecticut us",203,102,us,Power Forward,Right,UConn,"Middletown in Middletown, Connecticut",1 year,https://www.basketball-reference.com/players/t/thompco01.html,44.0,2.8,0.8,31.4,78.3,-0.1,2.7,,31.4,6.0
758,furlote01,Terry Furlow,"October 18 , 1954","Flint, Michigan us",193,86,us,Shooting Guard,Right,Michigan State,"Flint Northern in Flint, Michigan",4 years,https://www.basketball-reference.com/players/f/furlote01.html,239.0,10.7,2.4,45.9,86.2,7.3,2.1,29.3,46.5,16.2
759,zelleda01,Dave Zeller,"June 8 , 1939","Springfield, Ohio us",185,79,us,Point Guard,Right,Miami University,"Tecumseh in New Carlisle, Ohio",1 year,https://www.basketball-reference.com/players/z/zelleda01.html,61.0,1.5,1.0,35.3,75.0,-0.1,0.4,,,9.2
760,mooreri01,Richie Moore,1945,"Philadelphia, Pennsylvania us",188,86,us,Shooting Guard,Right,"Colleges: Villanova , Hiram Scott College","John Bartram in Philadelphia, Pennsylvania",1 year,https://www.basketball-reference.com/players/m/mooreri01.html,18.0,3.8,0.4,33.8,75.0,0.0,1.1,0.0,33.8,3.0
761,cainja01,Jamal Cain,"March 20 , 1999","Pontiac, Michigan us",201,86,us,Small Forward and Power Forward,Right,"Colleges: Marquette , Oakland","High Schools: Academy of Business and Technology in Melvindale, Michigan , Cornerstone Health and Technology in Detroit, Michigan",,https://www.basketball-reference.com/players/c/cainja01.html,121.0,5.0,0.6,46.8,76.6,2.9,2.1,35.3,54.7,12.8
762,ablefo01,Forest Able,"July 27 , 1932","Louisville, Kentucky us",190,81,us,Guard,Right,Western Kentucky,"Fairdale in Louisville, Kentucky",1 year,https://www.basketball-reference.com/players/a/ablefo01.html,1.0,0.0,1.0,0.0,,0.0,1.0,,,-41.5
763,deesar01,Archie Dees,"February 22 , 1936","Ethel, Mississippi us",203,92,us,Power Forward and Center,Right,Indiana,"Mount Carmel in Mount Carmel, Illinois",4 years,https://www.basketball-reference.com/players/d/deesar01.html,190.0,8.1,0.7,40.2,79.4,5.4,4.8,,,15.1
764,mbengbe01,Bez Mbeng,"May 2 , 2003","Potomac, Maryland us",193,83,us,Shooting Guard,Right,Yale,"Good Counsel in Olney, Maryland",,https://www.basketball-reference.com/players/m/mbengbe01.html,15.0,8.1,4.1,50.0,64.0,0.5,3.8,19.4,53.0,10.5
765,breweji01,Jim Brewer,"December 3 , 1951","Maywood, Illinois us",206,95,us,Power Forward,Right,Minnesota,"Proviso East in Maywood, Illinois",9 years,https://www.basketball-reference.com/players/b/breweji01.html,703.0,5.8,1.5,44.8,57.1,29.3,6.3,7.7,44.8,12.2
766,emmetan01,Andre Emmett,"August 27 , 1982","Dallas, Texas us",196,104,us,Small Forward and Shooting Guard,Right,Texas Tech,"David W. Carter in Dallas, Texas",2 years,https://www.basketball-reference.com/players/e/emmetan01.html,14.0,1.4,0.1,46.2,61.5,0.1,0.6,0.0,46.2,8.5
767,debusda01,Dave DeBusschere,"October 16 , 1940","Detroit, Michigan us",198,99,us,Power Forward and Small Forward,Right,Detroit Mercy,"Austin Catholic in Detroit, Michigan",12 years,https://www.basketball-reference.com/players/d/debusda01.html,875.0,16.1,2.9,43.2,69.9,60.8,11.0,,,15.5
768,kingto01,Tom King,"March 9 , 1924","Cincinnati, Ohio us",183,74,us,Guard,Right,Michigan,"East Lansing in East Lansing, Michigan",1 year,https://www.basketball-reference.com/players/k/kingto01.html,58.0,5.1,0.6,23.7,63.1,2.6,,,,
769,smithjr01,J.R. Smith,"September 9 , 1985","Freehold, New Jersey us",198,102,us,Shooting Guard and Small Forward,Right,North Carolina A&T - attended but did not play,"St. Benedict's Prep in Newark, New Jersey",16 years,https://www.basketball-reference.com/players/s/smithjr01.html,977.0,12.4,2.1,41.9,73.3,46.3,3.1,37.3,51.1,13.9
770,johnske08,Keyontae Johnson,"May 24 , 2000","Norfolk, Virginia us",193,104,us,Small Forward,Right,"Colleges: Florida , Kansas State","High Schools: Norview in Norfolk, Virginia , IMG Academy in Bradenton, Florida , Oak Hill Academy in Mouth of Wilson, Virginia",,https://www.basketball-reference.com/players/j/johnske08.html,9.0,1.2,0.4,31.3,,-0.1,1.1,33.3,34.4,1.6
771,scholda01,Dave Scholz,"April 12 , 1948",United States us,203,99,us,Forward,Right,Illinois,"Stephen Decatur in Decatur, Illinois",1 year,https://www.basketball-reference.com/players/s/scholda01.html,1.0,2.0,0.0,100.0,,0.0,0.0,,,67.6
772,okoboel01,Elie Okobo,"October 23 , 1997","Bordeaux, France fr",190,86,fr,Point Guard,Left,,,2 years,https://www.basketball-reference.com/players/o/okoboel01.html,108.0,4.8,2.2,39.5,73.7,0.5,1.7,31.5,46.3,8.9
773,hawesst01,Steve Hawes,"May 26 , 1950","Seattle, Washington us",206,99,us,Power Forward and Center,Right,Washington,"Mercer Island in Mercer Island, Washington",10 years,https://www.basketball-reference.com/players/h/hawesst01.html,688.0,8.4,1.9,48.3,79.0,37.1,6.2,29.8,48.5,14.3
774,dougljo01,John Douglas,"June 12 , 1956","Town Creek, Alabama us",188,77,us,Shooting Guard,Right,Kansas,"Colbert County in Leighton, Alabama",2 years,https://www.basketball-reference.com/players/d/dougljo01.html,67.0,6.7,2.2,46.1,66.3,0.5,1.4,31.1,48.5,12.0
775,gibbsdi01,Dick Gibbs,"December 20 , 1948","Ames, Iowa us",196,95,us,Small Forward,Right,Texas-El Paso,"Ames in Ames, Iowa",5 years,https://www.basketball-reference.com/players/g/gibbsdi01.html,333.0,5.2,0.8,40.2,79.9,2.6,1.9,,,9.8
776,mcleoro01,Roshown McLeod,"November 17 , 1975","Jersey City, New Jersey us",203,100,us,Small Forward,Right,"Colleges: St. John's , Duke","St. Anthony in Jersey City, New Jersey",3 years,https://www.basketball-reference.com/players/m/mcleoro01.html,113.0,7.2,1.1,40.9,81.9,0.2,2.7,11.1,41.2,10.1
777,starkjo01,John Starks,"August 10 , 1965","Tulsa, Oklahoma us",196,81,us,Shooting Guard,Right,"Colleges: Northern Oklahoma College , Oklahoma Junior College , Oklahoma State","Tulsa Central in Tulsa, Oklahoma",13 years,https://www.basketball-reference.com/players/s/starkjo01.html,866.0,12.5,3.6,41.2,76.9,49.9,2.5,34.0,47.6,14.0
778,summeda01,DaJuan Summers,"January 24 , 1988","Baltimore, Maryland us",203,104,us,Small Forward and Power Forward,Right,Georgetown,"McDonogh School in Owings Mills, Maryland",4 years,https://www.basketball-reference.com/players/s/summeda01.html,83.0,3.3,0.3,38.4,64.2,-0.1,1.0,36.7,43.8,7.1
779,vonleno01,Noah Vonleh,"August 24 , 1995","Salem, Massachusetts us",208,116,us,Power Forward and Center,Right,Indiana,"New Hampton School in New Hampton, New Hampshire",8 years,https://www.basketball-reference.com/players/v/vonleno01.html,362.0,4.7,0.7,45.9,69.2,9.4,4.9,30.7,49.2,11.8
780,anticpe01,Pero Antić,"July 29 , 1982","Skopje, North Macedonia mk",211,117,mk,Center,Right,,,2 years,https://www.basketball-reference.com/players/a/anticpe01.html,113.0,6.3,0.9,39.2,73.0,3.0,3.5,31.4,48.3,10.6
781,brownbo01,Bob Brown,"November 12 , 1923","Versailles, Ohio us",193,92,us,Forward,Right,Miami University,,2 years,https://www.basketball-reference.com/players/b/brownbo01.html,82.0,10.1,1.4,35.8,68.9,1.7,,,,
782,millspa01,Paul Millsap,"February 10 , 1985","Monroe, Louisiana us",201,116,us,Power Forward and Center,Right,Louisiana Tech,"Grambling in Grambling, Louisiana",16 years,https://www.basketball-reference.com/players/m/millspa01.html,1085.0,13.4,2.2,48.9,73.6,95.4,7.1,34.1,51.3,18.7
783,owensch01,Chris Owens,"March 1 , 1979","Akron, Ohio us",201,111,us,Small Forward,Right,"Colleges: Tulane , Texas","Duncanville in Duncanville, Texas",1 year,https://www.basketball-reference.com/players/o/owensch01.html,1.0,4.0,0.0,66.7,,0.0,1.0,,66.7,20.1
784,mcdanji01,Jim McDaniels,"April 2 , 1948","Scottsville, Kentucky us",211,103,us,Center,Right,Western Kentucky,"Allen County in Scottsville, Kentucky",5 years,https://www.basketball-reference.com/players/m/mcdanji01.html,271.0,10.0,1.1,46.6,72.0,9.1,6.5,,46.6,16.8
785,doverje01,Jerry Dover,"October 16 , 1949",United States us,170,70,us,Point Guard,Right,LeMoyne-Owen College,"Melrose in Memphis, Tennessee",1 year,https://www.basketball-reference.com/players/d/doverje01.html,4.0,2.0,0.3,33.3,,0.0,0.0,40.0,44.4,10.1
786,hamilda01,Dale Hamilton,"August 16 , 1919","Fort Wayne, Indiana us",183,81,us,Guard/Forward,Right,Franklin College,"South Side in Fort Wayne, Indiana",1 year,https://www.basketball-reference.com/players/h/hamilda01.html,14.0,1.8,1.2,24.2,47.4,-0.3,,,,
787,davisan01,Antonio Davis,"October 31 , 1968","Oakland, California us",206,97,us,Power Forward and Center,Right,Texas-El Paso,"McClymonds in Oakland, California",13 years,https://www.basketball-reference.com/players/d/davisan01.html,903.0,10.0,1.1,44.8,72.7,59.6,7.5,8.7,44.8,14.1
788,caldwad01,Adrian Caldwell,"July 4 , 1966","Falls County, Texas us",203,120,us,Power Forward,Left,"Colleges: SMU , Lamar","West Oso in Corpus Christi, Texas",6 years,https://www.basketball-reference.com/players/c/caldwad01.html,197.0,2.0,0.2,48.5,45.3,1.1,2.5,0.0,48.5,8.7
789,mccanbo01,Bob McCann,"April 22 , 1964","Morristown, New Jersey us",198,110,us,Small Forward and Power Forward,Left,"Colleges: Upsala College , Morehead State University","Morristown in Morristown, New Jersey",5 years,https://www.basketball-reference.com/players/m/mccanbo01.html,178.0,4.2,0.6,47.9,57.7,2.0,2.6,20.0,48.0,10.2
790,jenkiho01,Horace Jenkins,"October 14 , 1974","Elizabeth, New Jersey us",185,81,us,Point Guard,Right,William Paterson University,"Elizabeth in Elizabeth, New Jersey",1 year,https://www.basketball-reference.com/players/j/jenkiho01.html,15.0,2.8,0.6,33.3,92.3,0.0,0.6,0.0,33.3,10.2
